Movie Name,Release Date,Opening Day,Opening Weekend,End of Week 1,Lifetime
Love a Killer Trap,23 Dec 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Dangal,23 Dec 2016,29.78 Cr,107.01 Cr,197.54 Cr,387.38 Cr
Pappu Ki Pagdandi,23 Dec 2016,0 Cr N.A,0 Cr N.A,0.007 Cr,0.007 Cr
Six Plus One,23 Dec 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.003 Cr
Sarthak,16 Dec 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Gol Time Gang Of Littles,16 Dec 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Shor Se Shuruaat,16 Dec 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.04 Cr
Wajah Tum Ho,16 Dec 2016,2.86 Cr,7.79 Cr,10.29 Cr,10.37 Cr
30 Minutes,09 Dec 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Befikre,09 Dec 2016,10.36 Cr,34.36 Cr,48.75 Cr,60.24 Cr
Underworld: Blood Wars (English),02 Dec 2016,0 Cr N.A,0 Cr N.A,2.82 Cr,3.17 Cr
Aasra,02 Dec 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.02 Cr
Kahaani 2,02 Dec 2016,4.25 Cr,16.97 Cr,24.26 Cr,32.93 Cr
Moh Maya Money,25 Nov 2016,0 Cr N.A,0 Cr N.A,0.25 Cr,0.27 Cr
Saansein – The Last Breath,25 Nov 2016,0.62 Cr,2.32 Cr,2.5 Cr,2.5 Cr
Dear Zindagi,25 Nov 2016,8.75 Cr,32.50 Cr,47 Cr,68.16 Cr
Love Hai Yaar Accept It,18 Nov 2016,0 Cr N.A,0 Cr N.A,0.003 Cr,0.003 Cr
Fantastic Beasts and Where to Find Them (English),18 Nov 2016,0 Cr N.A,0 Cr N.A,11.36 Cr,15.9 Cr
Tum Bin 2,18 Nov 2016,0.6 Cr,1.8 Cr,4.25 Cr,4.42 Cr
Force 2,18 Nov 2016,6.05 Cr,20.05 Cr,30.15 Cr,35.74 Cr
Rock On!! 2,11 Nov 2016,2.02 Cr,7.01 Cr,10.01 Cr,10.47 Cr
Dongri Ka Raja,11 Nov 2016,0 Cr N.A,0 Cr N.A,0.27 Cr,0.30 Cr
Ishq Junoon,11 Nov 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.04 Cr
Chaar Sahibzaade – Rise of Banda Singh Bahadur,11 Nov 2016,0 Cr N.A,0 Cr N.A,0.5 Cr,0.63 Cr
Yeh Hai Lollipop,11 Nov 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.02 Cr
Doctor Strange (English),04 Nov 2016,2.63 Cr,10.10 Cr,15.23 Cr,25.2 Cr
Mahayoddha Rama,04 Nov 2016,0 Cr N.A,0 Cr N.A,0.04 Cr,0.04 Cr
Shivaay,28 Oct 2016,10.24 Cr,28.56 Cr,70.41 Cr,100.33 Cr
Ae Dil Hai Mushkil,28 Oct 2016,13.30 Cr,35.60 Cr,80.19 Cr,112.48 Cr
Gandhigiri,21 Oct 2016,0.12 Cr,0.32 Cr,0.42 Cr,0.43 Cr
Final Cut Of Director,21 Oct 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
1:13:7 – Ek Tera Saath,21 Oct 2016,0 Cr N.A,0 Cr N.A,0.14 Cr,0.16 Cr
Mmirsa,21 Oct 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Biwi. Com,21 Oct 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.03 Cr
My Father Iqbal,21 Oct 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
31st October,21 Oct 2016,0.10 Cr,0.70 Cr,1.0 Cr,1.04 Cr
Love Day,21 Oct 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Fuddu,14 Oct 2016,0 Cr N.A,0 Cr N.A,0.18 Cr,0.18 Cr
Sri Siddhartha Gautama,14 Oct 2016,0 Cr N.A,0 Cr N.A,0.09 Cr,0.09 Cr
Beiimaan Love,14 Oct 2016,0.70 Cr,1.7 Cr,2.1 Cr,2.18 Cr
Miss.Khiladi – The Perfect Player,14 Oct 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Swadesh Ki Khatir,14 Oct 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Anna,14 Oct 2016,0.03 Cr,0.1 Cr,0.16 Cr,0.16 Cr
Aakhir Kab Tak?,14 Oct 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Saat Uchhakkey,14 Oct 2016,0.30 Cr,1.2 Cr,1.6 Cr,2 Cr
Inferno (English),14 Oct 2016,0 Cr N.A,0 Cr N.A,8.5 Cr,8.5 Cr
Motu Patlu – King of Kings,14 Oct 2016,0.40 Cr,2.25 Cr,2.9 Cr,4.27 Cr
Suraag,14 Oct 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Tutak Tutak Tutiya,07 Oct 2016,0.61 Cr,2.41 Cr,4.36 Cr,4.51 Cr
Delhi Mere Baap ki,07 Oct 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Mirzya,07 Oct 2016,2.20 Cr,6.50 Cr,10 Cr,10.43 Cr
M.S. Dhoni – The Untold Story,30 Sep 2016,21.30 Cr,66 Cr,94.13 Cr,133.04 Cr
Delivery Boy,30 Sep 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Brahmaand Nayak Sai Baba,30 Sep 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Wah Taj,23 Sep 2016,0 Cr N.A,0 Cr N.A,0.09 Cr,0.11 Cr
Chapekar Brothers,23 Sep 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Dil Sala Sanki,23 Sep 2016,0 Cr N.A,0 Cr N.A,0.08 Cr,0.1 Cr
Parched,23 Sep 2016,0.12 Cr,0.62 Cr,1.07 Cr,1.32 Cr
Days of Tafree,23 Sep 2016,0 Cr N.A,0 Cr N.A,1.86 Cr,1.99 Cr
Banjo,23 Sep 2016,1.72 Cr,5.92 Cr,8.67 Cr,8.80 Cr
Yeh Hai Judgement Hanged Till Death,23 Sep 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Raaz Reboot,16 Sep 2016,6.30 Cr,18.09 Cr,26.73 Cr,30.29 Cr
Garam Reth,16 Sep 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Pink,16 Sep 2016,4.32 Cr,21.51 Cr,35.91 Cr,65.39 Cr
Hero Hyderabadi,09 Sep 2016,0 Cr N.A,0 Cr N.A,0.11 Cr,0.15 Cr
Ek Kahani Julie Ki,09 Sep 2016,0 Cr N.A,0 Cr N.A,0.04 Cr,0.05 Cr
Ishq Samundar,09 Sep 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Freaky Ali,09 Sep 2016,2.55 Cr,0 Cr N.A,13.5 Cr,14.67 Cr
Baar Baar Dekho,09 Sep 2016,6.81 Cr,21.16 Cr,29.40 Cr,31.24 Cr
Abhishaap Kamasutra Ka,04 Sep 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Umformung,02 Sep 2016,0 Cr N.A,0 Cr N.A,0.005 Cr,0.005 Cr
Island City,02 Sep 2016,0 Cr N.A,0 Cr N.A,0.2 Cr,0.23 Cr
Akira,02 Sep 2016,5.15 Cr,16.65 Cr,26.39 Cr,28.73 Cr
Yea Toh Two Much Ho Gayaa,02 Sep 2016,0 Cr N.A,0 Cr N.A,0.05 Cr,0.05 Cr
Sunshine Music Tours and Travels,02 Sep 2016,0 Cr N.A,0 Cr N.A,0.2 Cr,0.23 Cr
Missing On A Weekend,26 Aug 2016,0 Cr N.A,0 Cr N.A,0.09 Cr,0.09 Cr
Waarrior Savitri,25 Aug 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
A Flying Jatt,25 Aug 2016,7.10 Cr,29.45 Cr,36.85 Cr,38.61 Cr
Lucchey laffange,19 Aug 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Meeradha,19 Aug 2016,0 Cr N.A,0 Cr N.A,0.004 Cr,0.004 Cr
Happy Bhag Jayegi,19 Aug 2016,2.32 Cr,10.71 Cr,17.65 Cr,28.82 Cr
Ben-Hur (English),19 Aug 2016,0 Cr N.A,0 Cr N.A,3.8 Cr,3.8 Cr
Un-Indian (English),19 Aug 2016,0 Cr N.A,0 Cr N.A,0.27 Cr,0.27 Cr
Yeh Kaisi Hai Aashiqui,19 Aug 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Mohenjo Daro,12 Aug 2016,8.87 Cr,30.54 Cr,51.18 Cr,58 Cr
Rustom,12 Aug 2016,14.11 Cr,50.42 Cr,90.90 Cr,127.49 Cr
Jason Bourne (English),05 Aug 2016,0 Cr N.A,0 Cr N.A,1.25 Cr,1.35 Cr
Budhia Singh – Born To Run,05 Aug 2016,0.25 Cr,1.2 Cr,1.80 Cr,1.85 Cr
Purab Ki Awaz,05 Aug 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Fever,05 Aug 2016,0.14 Cr,0.48 Cr,0.80 Cr,0.81 Cr
Hai Apna Dil Toh Awara,05 Aug 2016,0 Cr N.A,0 Cr N.A,0.04 Cr,0.04 Cr
The Legend of Michael Mishra,05 Aug 2016,0.18 Cr,0.54 Cr,0.65 Cr,0.66 Cr
Ghostbusters: Answer the Call (English),29 Jul 2016,0 Cr N.A,0 Cr N.A,1.4 Cr,1.4 Cr
Dishoom,29 Jul 2016,11.05 Cr,37.32 Cr,53.34 Cr,70 Cr
Mission Tiger,29 Jul 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.02 Cr
Murder Madhuri,29 Jul 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Love Ke Funday,29 Jul 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Lights Out (English),22 Jul 2016,0 Cr N.A,0 Cr N.A,3.75 Cr,3.75 Cr
M Cream,22 Jul 2016,0 Cr N.A,0 Cr N.A,0.23 Cr,0.31 Cr
Ishq Click,22 Jul 2016,0 Cr N.A,0 Cr N.A,0.05 Cr,0.05 Cr
Madaari,22 Jul 2016,2.25 Cr,9.75 Cr,14 Cr,18.07 Cr
Kabali,22 Jul 2016,5.2 Cr,19.15 Cr,28 Cr,28 Cr
Ice Age: Collision Course (English),15 Jul 2016,1.90 Cr,8.50 Cr,0 Cr N.A,12.50 Cr
Great Grand Masti,15 Jul 2016,2.50 Cr,8.2 Cr,13.14 Cr,13.59 Cr
Sultan,06 Jul 2016,36.54 Cr,180.36 Cr,229.16 Cr,300.45 Cr
Dil Toh Dewaana Hai,01 Jul 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Hot Teri Deewangi,01 Jul 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
The Legend of Tarzan (English),01 Jul 2016,1.6 Cr,0 Cr N.A,7.15 Cr,7.25 Cr
Hawas Ki Intehaa,01 Jul 2016,0 Cr N.A,0 Cr N.A,0.007 Cr,0.007 Cr
Kerry on Kutton,01 Jul 2016,0 Cr N.A,0 Cr N.A,0.06 Cr,0.06 Cr
Shorgul,01 Jul 2016,0.3 Cr,0.9 Cr,1.1 Cr,1.11 Cr
A Scandall,24 Jun 2016,0 Cr N.A,0 Cr N.A,0.06 Cr,0.12 Cr
Rough Book,24 Jun 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Raman Raghav 2.0,24 Jun 2016,1.10 Cr,3.98 Cr,6.01 Cr,7.0 Cr
7 Hours To Go,24 Jun 2016,0 Cr N.A,0 Cr N.A,0.45 Cr,0.49 Cr
Junooniyat,24 Jun 2016,0.4 Cr,1.5 Cr,3.7 Cr,4.10 Cr
Independence Day: Resurgence (English),24 Jun 2016,4.70 Cr,16.90 Cr,24.10 Cr,24.10 Cr
Bhouri,17 Jun 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Home Stay – Stay Alive,17 Jun 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Baromas,17 Jun 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Dhanak,17 Jun 2016,0.29 Cr,1.89 Cr,0 Cr N.A,1.89 Cr
Finding Dory (English),17 Jun 2016,1.02 Cr,5.29 Cr,7.68 Cr,10.72 Cr
Udta Punjab,17 Jun 2016,10.05 Cr,33.80 Cr,48.50 Cr,60.33 Cr
Warcraft (English),10 Jun 2016,0 Cr N.A,0 Cr N.A,4.5 Cr,4.5 Cr
Do Lafzon Ki Kahani,10 Jun 2016,1.03 Cr,3.74 Cr,5.54 Cr,5.54 Cr
The Conjuring 2 (English),10 Jun 2016,5.25 Cr,19.75 Cr,35.80 Cr,61.78 Cr
TE3N,10 Jun 2016,2.61 Cr,11.13 Cr,16.34 Cr,19.08 Cr
Project Marathwada,03 Jun 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Housefull 3,03 Jun 2016,15.21 Cr,53.31 Cr,80.10 Cr,109.14 Cr
Veerappan,27 May 2016,1.77 Cr,5.95 Cr,7.45 Cr,7.50 Cr
Phobia,27 May 2016,0.25 Cr,1.24 Cr,2.34 Cr,2.52 Cr
The Angry Birds Movie (English),27 May 2016,2.20 Cr,9.04 Cr,14.09 Cr,17.59 Cr
Waiting,27 May 2016,0.27 Cr,1.3 Cr,2.05 Cr,2.85 Cr
Fredrick,27 May 2016,0 Cr N.A,0 Cr N.A,0 Cr N.A,0.12 Cr
X-Men: Apocalypse (English),20 May 2016,4.51 Cr,16.21 Cr,0 Cr N.A,33.56 Cr
Sarbjit,20 May 2016,3.69 Cr,13.96 Cr,22.09 Cr,27.38 Cr
Azhar,13 May 2016,6.30 Cr,20.8 Cr,29.70 Cr,33.03 Cr
Chudail Story,13 May 2016,0 Cr N.A,0 Cr N.A,0.09 Cr,0.18 Cr
Khel To Abb Shuru Hoga,13 May 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Dear Dad,06 May 2016,0 Cr N.A,0 Cr N.A,0.13 Cr,0.13 Cr
Mission 36 Garh,06 May 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
1920 London,06 May 2016,2.50 Cr,7.73 Cr,12.45 Cr,15.45 Cr
One Night Stand,06 May 2016,0.6 Cr,1.96 Cr,2.96 Cr,3.05 Cr
Captain America: Civil War (English),06 May 2016,8.53 Cr,27.13 Cr,42.72 Cr,59.50 Cr
Buddha In A Traffic Jam,06 May 2016,0 Cr N.A,0 Cr N.A,0.23 Cr,0.3 Cr
Baaghi,29 Apr 2016,11.94 Cr,38.58 Cr,59.72 Cr,76.34 Cr
Traffic,29 Apr 2016,0.4 Cr,1.98 Cr,3.15 Cr,3.75 Cr
Shortcut Safaari,29 Apr 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.04 Cr
Shaukeen Kaminay,29 Apr 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Jhamela,22 Apr 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Santa Banta Pvt. Ltd.,22 Apr 2016,0.1 Cr,0.37 Cr,0.64 Cr,0.66 Cr
Aakhri Sauda – The Last Deal,22 Apr 2016,0 Cr N.A,0 Cr N.A,0.05 Cr,0.07 Cr
Nil Battey Sannata,22 Apr 2016,0.32 Cr,1.88 Cr,2.78 Cr,4.82 Cr
Laal Rang,22 Apr 2016,0.25 Cr,0.85 Cr,1.62 Cr,1.66 Cr
Fan,15 Apr 2016,19.20 Cr,52.35 Cr,71.50 Cr,84.10 Cr
Hum Bade Aashiq Mizaaj,15 Apr 2016,0 Cr N.A,0 Cr N.A,0.002 Cr,0.005 Cr
Club Dancer,08 Apr 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.08 Cr
The Jungle Book (English),08 Apr 2016,10.09 Cr,40.47 Cr,74.08 Cr,188 Cr
Love Games,08 Apr 2016,1.03 Cr,3.06 Cr,3.94 Cr,4.04 Cr
Hum Hain Wonder Boys,08 Apr 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.02 Cr
Love Chakra,01 Apr 2016,0 Cr N.A,0 Cr N.A,0.04 Cr,0.08 Cr
Ki & Ka,01 Apr 2016,7.30 Cr,25.23 Cr,37.57 Cr,52.31 Cr
Kung Fu Panda 3 (English),01 Apr 2016,2.10 Cr,10.10 Cr,13 Cr,32 Cr
Tann Mann aur Dhan,25 Mar 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Munni Metric Pass 2,25 Mar 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.002 Cr
Batman V Superman: Dawn of Justice (English),25 Mar 2016,8.25 Cr,25.5 Cr,38.5 Cr,38.5 Cr
Crime Affairs Aur Badla,25 Mar 2016,0 Cr N.A,0 Cr N.A,0.006 Cr,0.01 Cr
Rocky Handsome,24 Mar 2016,5.39 Cr,16.12 Cr,22.85 Cr,25.155 Cr
Kapoor & Sons,18 Mar 2016,6.85 Cr,26.35 Cr,46.93 Cr,73.29 Cr
Dare You,18 Mar 2016,0 Cr N.A,0 Cr N.A,0.05 Cr,0.1 Cr
Awesome Mausam,18 Mar 2016,0 Cr N.A,0 Cr N.A,0.015 Cr,0.015 Cr
Cute Kameena,18 Mar 2016,0 Cr N.A,0 Cr N.A,0.1 Cr,0.16 Cr
Mumbai Central,18 Mar 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Miss Teacher,18 Mar 2016,0 Cr N.A,0 Cr N.A,0.27 Cr,0.32 Cr
Murari The Mad Gentleman,11 Mar 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.03 Cr
Teraa Surroor,11 Mar 2016,1.79 Cr,6.46 Cr,11.38 Cr,14.15 Cr
Dirty Boss,11 Mar 2016,0 Cr N.A,0 Cr N.A,0.005 Cr,0.005 Cr
Global Baba,11 Mar 2016,0 Cr N.A,0 Cr N.A,0.07 Cr,0.1 Cr
Jai Gangaajal,04 Mar 2016,5.5 Cr,17.7 Cr,25.2 Cr,32.63 Cr
Zubaan,04 Mar 2016,0 Cr N.A,0 Cr N.A,0.39 Cr,0.46 Cr
Tere Bin Laden Dead Or Alive,26 Feb 2016,0.54 Cr,1.76 Cr,2.86 Cr,2.93 Cr
Rhythm,26 Feb 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.03 Cr
The Revenant (English),26 Feb 2016,1 Cr,3.50 Cr,0 Cr N.A,3.50 Cr
Jab Tum Kaho,26 Feb 2016,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Aligarh,26 Feb 2016,0.31 Cr,1.29 Cr,2.09 Cr,2.5 Cr
Bollywood Diaries,26 Feb 2016,N.A. Cr,N.A. Cr,0.3 Cr,0.37 Cr
Dhara 302,26 Feb 2016,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Love Shagun,26 Feb 2016,0 Cr N.A,0 Cr N.A,0.03 Cr,0.04 Cr
Ishq Forever,19 Feb 2016,0 Cr N.A,0 Cr N.A,0.28 Cr,0.28 Cr
Ye Kaisa Pal Do Pal Ka Pyar,19 Feb 2016,0 Cr N.A,0 Cr N.A,0.015 Cr,0.03 Cr
LoveShhuda,19 Feb 2016,0.64 Cr,2.17 Cr,2.98 Cr,3.07 Cr
Neerja,19 Feb 2016,4.70 Cr,22.01 Cr,35.32 Cr,75.61 Cr
Direct Ishq,19 Feb 2016,0 Cr N.A,0 Cr N.A,0.11 Cr,0.11 Cr
Fitoor,12 Feb 2016,3.61 Cr,14.11 Cr,18.61 Cr,19.28 Cr
Sanam Re,12 Feb 2016,5.04 Cr,17.05 Cr,25.82 Cr,27.74 Cr
Deadpool (English),12 Feb 2016,4.10 Cr,14.25 Cr,22.52 Cr,29.02 Cr
BHK Bhalla@Halla.Kom,05 Feb 2016,0 Cr N.A,0 Cr N.A,0.06 Cr,0.07 Cr
Ghayal Once Again,05 Feb 2016,7.20 Cr,23.25 Cr,33.25 Cr,35.7 Cr
Sanam Teri Kasam,05 Feb 2016,1.25 Cr,4.66 Cr,8.66 Cr,9.11 Cr
Mastizaade,29 Jan 2016,5.59 Cr,18.45 Cr,28.74 Cr,36.44 Cr
Saala Khadoos,29 Jan 2016,2.19 Cr,9.93 Cr,12.63 Cr,14.79 Cr
Jugni,22 Jan 2016,0 Cr N.A,0 Cr N.A,0.11 Cr,0.11 Cr
Kyaa Kool Hain Hum 3,22 Jan 2016,8.15 Cr,20.15 Cr,29.65 Cr,30.25 Cr
Airlift,22 Jan 2016,12.35 Cr,44.30 Cr,83.50 Cr,128.1 Cr
Apne Apne Phanday,15 Jan 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Rebellious Flower,15 Jan 2016,0 Cr N.A,0 Cr N.A,0.1 Cr,0.1 Cr
Chalk N Duster,15 Jan 2016,0 Cr N.A,0 Cr N.A,1.33 Cr,1.66 Cr
Chhota Bheem – Himalayan Adventure,08 Jan 2016,0 Cr N.A,0 Cr N.A,2.8 Cr,3.84 Cr
Rasik Balma,08 Jan 2016,N.A. Cr,N.A. Cr,0.001 Cr,0.001 Cr
Chauranga,08 Jan 2016,0 Cr N.A,0 Cr N.A,0.08 Cr,0.10 Cr
Wazir,08 Jan 2016,5.61 Cr,21.01 Cr,29.95 Cr,41.02 Cr
Tere Jism Se Jaan Tak,01 Jan 2016,0 Cr N.A,0 Cr N.A,0.0015 Cr,0.002 Cr
Jee Lene Do Ek Pal,01 Jan 2016,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Any Time Money,30 Nov 2015,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Khandala – Horror Begins,30 Nov 2015,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Jumanji: Welcome to The Jungle (English),29 Dec 2017,4.11 Cr,15.84 Cr,28.74 Cr,51.90 Cr
Modi Ka Gaon,29 Dec 2017,0 Cr N.A,0 Cr N.A,0.01 Cr,0.01 Cr
Tiger Zinda Hai,22 Dec 2017,34.10 Cr,114.93 Cr,206.04 Cr,339.16 Cr
Ek Andekha Sach,15 Dec 2017,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Journey Of Bhangover,15 Dec 2017,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Star Wars: The Last Jedi (English),15 Dec 2017,2 Cr,7.25 Cr,9.6 Cr,11.95 Cr
Game Of Ayodhya,15 Dec 2017,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Monsoon Shootout,15 Dec 2017,0 Cr N.A,0 Cr N.A,0.6 Cr,0.6 Cr
Sallu Ki Shaadi,08 Dec 2017,0 Cr N.A,0 Cr N.A,0.51 Cr,0.79 Cr
Galti Sirf Tumhari,08 Dec 2017,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Fukrey Returns,08 Dec 2017,8.10 Cr,32.20 Cr,50.55 Cr,80.32 Cr
Game Over,08 Dec 2017,0 Cr N.A,0 Cr N.A,0.03 Cr,0.03 Cr
Arey Budbak Bhag!,08 Dec 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Pyar Se Bolo Devaa,08 Dec 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Viraam,01 Dec 2017,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Tera Intezaar,01 Dec 2017,0.5 Cr,1.5 Cr,1.90 Cr,1.95 Cr
Hungama on Honeymoon Hills,01 Dec 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Firangi,01 Dec 2017,1.85 Cr,6.60 Cr,9.50 Cr,10.27 Cr
Murder On The Orient Express (English),24 Nov 2017,0.75 Cr,3.5 Cr,4.75 Cr,8.08 Cr
Julie 2,24 Nov 2017,0.52 Cr,1.59 Cr,2.1 Cr,2.24 Cr
Coco (English),24 Nov 2017,0.5 Cr,3.15 Cr,4 Cr,4 Cr
Woh Bangaya Killer,24 Nov 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
An Insignificant Man,24 Nov 2017,0 Cr N.A,0 Cr N.A,0.13 Cr,0.13 Cr
Ajji,24 Nov 2017,0 Cr N.A,0 Cr N.A,0.13 Cr,0.13 Cr
Kadvi Hawa,24 Nov 2017,0.04 Cr,0.15 Cr,0.23 Cr,0.25 Cr
Aksar 2,17 Nov 2017,0.80 Cr,2.90 Cr,5.30 Cr,5.6 Cr
Muzaffar Nagar – The Burning Love,17 Nov 2017,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Justice League (English),17 Nov 2017,5.25 Cr,18.25 Cr,25 Cr,41.15 Cr
Dil Jo Na Keh Saka,17 Nov 2017,0 Cr N.A,0 Cr N.A,0.1 Cr,0.1 Cr
Shaadi Abhi Baaki Hai,17 Nov 2017,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
The Power Of Vardi,17 Nov 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Panchlait,17 Nov 2017,0 Cr N.A,0 Cr N.A,0.02 Cr,0.02 Cr
Tumhari Sulu,17 Nov 2017,2.87 Cr,12.87 Cr,19.78 Cr,36.15 Cr
Yeh Kaisa Pesha,17 Nov 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Shaadi Mein Zaroor Aana,10 Nov 2017,0.75 Cr,3.65 Cr,6.35 Cr,11.14 Cr
Qarib Qarib Singlle,10 Nov 2017,1.75 Cr,8.3 Cr,12.15 Cr,17.08 Cr
Safe,10 Nov 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Mera Bura Saaya,10 Nov 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Maheruh,10 Nov 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Thor: Ragnarok (English),03 Nov 2017,7.77 Cr,27.66 Cr,40.37 Cr,58.73 Cr
Humein Haq Chahiye…Haq Se,03 Nov 2017,0 Cr N.A,0 Cr N.A,0.004 Cr,0.004 Cr
Narayan,03 Nov 2017,0 Cr N.A,0 Cr N.A,0.08 Cr,0.08 Cr
Ribbon,03 Nov 2017,0 Cr N.A,0 Cr N.A,0.36 Cr,0.36 Cr
Ittefaq,03 Nov 2017,4.05 Cr,16.05 Cr,23.65 Cr,30.21 Cr
Barsati Gang,03 Nov 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
The House Next Door,03 Nov 2017,0 Cr N.A,0 Cr N.A,1 Cr,1 Cr
Ram Ratan,03 Nov 2017,0 Cr N.A,0 Cr N.A,0.05 Cr,0.05 Cr
Kutumb The Family,03 Nov 2017,0 Cr N.A,0 Cr N.A,0.002 Cr,0.002 Cr
Jia Aur Jia,27 Oct 2017,0.13 Cr,0.67 Cr,0.85 Cr,0.87 Cr
Rukh,27 Oct 2017,0.1 Cr,0 Cr N.A,0.62 Cr,0.64 Cr
Door Bell,27 Oct 2017,0 Cr N.A,0 Cr N.A,0.001 Cr,0.001 Cr
Golmaal Again,20 Oct 2017,30.14 Cr,87.60 Cr,136.07 Cr,205.69 Cr
Secret Superstar,19 Oct 2017,4.80 Cr,31.10 Cr,41.59 Cr,63.40 Cr
Ranchi Diaries,13 Oct 2017,0 Cr N.A,0 Cr N.A,0.71 Cr,0.73 Cr
